
Key,Url,Title,Item Type,Publication Year,Author,Reviewer1,Reviewer2,Reviewer3,Reviewer4,Reviewer5,Overall,Agreement,Comment,Publication Title,ISBN,ISSN,DOI,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
,,Why does cardiology have many extreme publishing authors?,,,,1,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7E4TQZ86,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140818507&doi=10.1371%2fjournal.pone.0270618&partnerID=40&md5=af81cb748e267ff906523262885ac9e5,Publication games: In the web of reciprocity,journalArticle,2022,"Barta, Zoltán",2,,,,2,2,0,,PLoS ONE,,19326203,10.1371/journal.pone.0270618,,2022,2024-06-07 14:43:54,2024-06-07 14:43:54,,,,10 October,17,,,,,,,,,,,,,,,,,Publisher: Public Library of Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UTXNWSPQ,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065994051&doi=10.22452%2fmjlis.vol24no1.2&partnerID=40&md5=65903063ca7d2d88dc56850599989fb3,Hyperauthorship: A comparative study of genetics and high-energy physics research,journalArticle,2019,"Changa, Yu-Wei; Huang, Mu-Hsuan; Chiu, Min-Jy",,,,2,2,2,1,,Malaysian Journal of Library and Information Science,,13946234,10.22452/mjlis.vol24no1.2,,2019,2024-06-07 14:43:56,2024-06-07 14:43:56,,23 – 44,,1,24,,,,,,,,,,,,,,,,,Publisher: Faculty of Computer Science and Information Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YA249P64,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035337211&doi=10.1002%2fasi.1097&partnerID=40&md5=4b9781681ad932d7764fe8ee00d8f8fb,Hyperauthorship: A postmodern perversion or evidence of a structural shift in scholarly communication practices?,journalArticle,2001,"Cronin, Blaise",,2,2,,,2,1,,Journal of the American Society for Information Science and Technology,,15322882,10.1002/asi.1097,,2001,2024-06-07 14:43:56,2024-06-07 14:43:56,,558 – 569,,7,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FTUBRLBW,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84995555535&doi=10.3346%2fjkms.2016.31.12.1874&partnerID=40&md5=c8fddc3f95955c7816c8c9cf3692f955,The pressure to publish more and the scope of predatory publishing activities,journalArticle,2016,"Gasparyan, Armen Yuri; Nurmashev, Bekaidar; Voronov, Alexander A.; Gerasimov, Alexey N.; Koroleva, Anna M.; Kitas, George D.",,2,,,2,2,1,,Journal of Korean Medical Science,,10118934,10.3346/jkms.2016.31.12.1874,,2016,2024-06-07 14:43:58,2024-06-07 14:43:58,,1874 – 1878,,12,31,,,,,,,,,,,,,,,,,Publisher: Korean Academy of Medical Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K8U7MHCD,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017241211&doi=10.1007%2fs11948-017-9913-3&partnerID=40&md5=04a06b2c84588af066b78204335330a5,Perceptions of Chinese Biomedical Researchers Towards Academic Misconduct: A Comparison Between 2015 and 2010,journalArticle,2018,"Liao, Qing-Jiao; Zhang, Yuan-Yuan; Fan, Yu-Chen; Zheng, Ming-Hua; Bai, Yu; Eslick, Guy D.; He, Xing-Xiang; Zhang, Shi-Bing; Xia, Harry Hua-Xiang; He, Hua",2,,,2,,2,1,,Science and Engineering Ethics,,13533452,10.1007/s11948-017-9913-3,,2018,2024-06-07 14:44:02,2024-06-07 14:44:02,,629 – 645,,2,24,,,,,,,,,,,,,,,,,Publisher: Springer Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VNCNITFC,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013389537&partnerID=40&md5=19f979849a40b20ab734bfd0a11b5773,Science in the trap of fraud and corruption,journalArticle,2017,"Luby, Stefan; Lubyova, Martina; Roth, Ladislav E.",,2,,2,1,2,1,"Disagreement between the first two judger, solved by a third reviewer.",Communications - Scientific Letters of the University of Žilina,,13354205,,,2017,2024-06-07 14:44:03,2024-06-07 14:44:03,,117 – 120,,1,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HWX9JXJH,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076909399&partnerID=40&md5=1a6a9a9a3694d9d1b2f71f35ed676202,Detection of inappropriate types of authorship using bibliometric approaches,conferencePaper,2019,"Mazov, Nikolay A.; Gureev, Vadim N.",2,,,,2,2,0,,"17th International Conference on Scientometrics and Informetrics, ISSI 2019 - Proceedings",978-88-338-1118-5,,,,2019,2024-06-07 14:44:03,2024-06-07 14:44:03,,885 – 895,,,1,,,,,,,,International Society for Scientometrics and Informetrics,,,,,,,,,,,,,,,"G, Catalano; C, Daraio; M, Gregori; H.F, Moed; G, Ruocco",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8HXA7QNA,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84927515052&doi=10.1016%2fj.tourman.2015.03.008&partnerID=40&md5=5d45bae6baa943c412a556cd51a7a9cb,Publishing in tourism and hospitality journals: Is the past a prelude to the future?,journalArticle,2015,"McKercher, Bob; Tung, Vincent",,,2,2,1,2,1,"Disagreement between the first two judger, solved by a third reviewer.",Tourism Management,,2615177,10.1016/j.tourman.2015.03.008,,2015,2024-06-07 14:44:03,2024-06-07 14:44:03,,306 – 315,,,50,,,,,,,,,,,,,,,,,Publisher: Elsevier Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M7Z4HP87,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85183054391&doi=10.52379%2fmcs.v8i1.386&partnerID=40&md5=a7b0d27355c0dfe7b696d99cc8b3fef1,The ethical issue of honorary authorship and its ramifications in the current scientific environment; [La cuestión ética de la autoría honoraria y sus ramificaciones en el entorno científico actual],journalArticle,2024,"Torales, Julio; O’higgins, Marcelo",,2,,2,,2,1,,Medicina Clinica y Social,,25212281,10.52379/mcs.v8i1.386,,2024,2024-06-07 14:44:08,2024-06-07 14:44:08,,2 – 4,,1,8,,,,,,,,,,,,,,,,,"Publisher: Faculty of Medical Sciences, Santa Rosa del Aguaray Branch, National University of Asuncion",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HULR9DUE,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85152080306&doi=10.3138%2fjsp-2022-0035&partnerID=40&md5=4189f503045aa44ee0cc4ade7ec841fc,Quid Pro Quo Authorship characteristics and implications,journalArticle,2023,"Whetstone, Devon; Ridenour, Laura; Moulaison-Sand, Heather",2,,,2,,2,1,,Journal of Scholarly Publishing,,11989742,10.3138/jsp-2022-0035,,2023,2024-06-07 14:44:09,2024-06-07 14:44:09,,15 – 29,,1,54,,,,,,,,,,,,,,,,,Publisher: University of Toronto Press,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6KZSU6UI,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85173758765&doi=10.1007%2fs00210-023-02741-w&partnerID=40&md5=4c4d1e197cd92118204804fe5cba7b32,Fake paper identification in the pool of withdrawn and rejected manuscripts submitted to Naunyn–Schmiedeberg’s Archives of Pharmacology,journalArticle,2024,"Wittau, Jonathan; Celik, Serkan; Kacprowski, Tim; Deserno, Thomas M.; Seifert, Roland",,,2,2,,2,1,,Naunyn-Schmiedeberg's Archives of Pharmacology,,281298,10.1007/s00210-023-02741-w,,2024,2024-06-07 14:44:10,2024-06-07 14:44:10,,2171 – 2181,,4,397,,,,,,,,,,,,,,,,,Publisher: Springer Science and Business Media Deutschland GmbH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Introduction: Metrics and the new ecologies of academic misconduct,,,,2,2,2,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,The “Dark Side’’ of Academics? Emerging issues in the gaming and manipulation of metrics in higher education,,,,2,2,,2,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Academe’s Unspoken Ethical Dilemma: Author Inflation in Higher Education,,,,,2,2,2,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Detecting anomalous citation groups in journal networks,,,,,2,,2,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Publish or impoverish: An investigation of the monetary reward system of science in China,,,,,,2,2,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,China's Publication Bazaar,,,,-1,2,2,2,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
